row_id,CERF.A1,CERF.C2,Ratios.ratio_pronouns,Ratios.ratio_coconjunctions,TTR.ttr,author
63,0.77046783625731,0.00146198830409356,0.16524216524216523,0.10256410256410256,0.4905109489051095,GPT
64,0.7107438016528925,0,0.12195121951219512,0.05691056910569105,0.42083333333333334,cohere
65,0.6510067114093959,0,0.09375,0.05625,0.6169491525423729,GPT
66,0.4939759036144578,0,0.12359550561797752,0.0449438202247191,0.80625,bloomz
67,0.6382978723404256,0,0.13953488372093023,0.06976744186046512,0.8854166666666666,bloomz
68,0.6527777777777778,0,0.05063291139240506,0.08860759493670886,0.6811594202898551,dolly
69,0.735632183908046,0,0.09090909090909093,0.05303030303030303,0.5328185328185329,GPT
70,0.6755555555555556,0,0.04347826086956521,0.04347826086956521,0.5089285714285714,dolly
71,0.7318435754189944,0,0.1142433234421365,0.06231454005934718,0.3967611336032389,GPT
72,0.8084112149532711,0,0.06329113924050633,0.0759493670886076,0.6442307692307693,dolly
73,0.5879396984924623,0.02010050251256281,0.0217391304347826,0.08695652173913043,0.6413043478260869,human
74,0.639269406392694,0,0.0794979079497908,0.06276150627615062,0.5137614678899083,davinci
75,0.6754385964912281,0,0.05343511450381679,0.04580152671755725,0.5255813953488372,cohere
76,0.5234899328859061,0,0.16666666666666666,0.0303030303030303,0.8367346938775511,bloomz
77,0.6881720430107527,0.01075268817204301,0.11347517730496454,0.09219858156028368,0.5575539568345323,GPT
78,0.7380952380952381,0,0.13793103448275862,0.10344827586206896,0.6123595505617978,human
79,0.7275541795665634,0,0.19254658385093168,0.11180124223602483,0.5506329113924051,davinci
80,0.717391304347826,0,0.05,0,0.8666666666666667,bloomz
81,0.6089108910891089,0.00495049504950495,0.1206896551724138,0.06896551724137931,0.6069651741293532,GPT
82,0.6479591836734694,0,0.06306306306306306,0.04504504504504504,0.6243654822335025,human
83,0.6622516556291391,0.00331125827814569,0.1417910447761194,0.03731343283582089,0.46885245901639344,dolly
84,0.770949720670391,0.0111731843575419,0.12574850299401197,0.08383233532934131,0.5598885793871866,davinci
85,0.5654761904761905,0,0.03529411764705882,0.07058823529411765,0.54216867469879515,dolly
86,0.7767653758542141,0,0.11304347826086956,0.1,0.3707093821510298,dolly
87,0.5602094240837696,0,0.03488372093023256,0.03488372093023256,0.6120218579234973,dolly
88,0.8695652173913043,0,0.18181818181818185,0,0.9166666666666666,cohere
89,0.52,0,0.1891891891891892,0,0.8639455782312925,bloomz
90,0.6803571428571429,8.928571428571428e-4,0.09304511278195488,0.06203007518796992,0.44205816554809846,human
91,0.5327868852459017,0,0.05747126436781609,0.16091954022988506,0.37551020408163266,cohere
92,0.7634543178973717,0,0.08836206896551724,0.08836206896551724,0.4077791718946048,dolly
93,0.8211382113821138,0.002710027100271,0.25906735751295334,0.1088082901554404,0.5777202072538861,human
94,0.821501014198783,0.00405679513184584,0.123015873015873,0.11904761904761904,0.29006085192697767,dolly
95,0.7117884356790677,8.964589870013447e-4,0.12740989103101424,0.08885163453478626,0.3694869486948695,human
96,0.6607773851590106,0,0.07518796992481203,0.04511278195488721,0.5342960288808665,dolly
97,0.6776859504132231,0.00826446280991735,0.11428571428571428,0.08571428571428572,0.5601659751037344,GPT
98,0.7441860465116279,0.00422832980972515,0.11387900355871886,0.1103202846975089,0.6455696202531646,davinci
99,0.6441281138790036,0,0.06666666666666667,0.08666666666666667,0.5480427046263345,GPT
100,0.6436363636363637,0.00727272727272727,0.072992700729927,0.10948905109489052,0.5597014925373134,human
101,0.6868131868131868,0.01098901098901099,0.07368421052631578,0.02105263157894736,0.5804597701149425,cohere
102,0.7840909090909091,0,0.23595505617977527,0.02247191011235955,0.6931818181818182,human
103,0.8179453836150845,0,0.2044334975369458,0.0960591133004926,0.4872448979591837,human
104,0.4627539503386005,0.00316027088036117,0.04855491329479768,0.10867052023121387,0.46007259528130673,human
105,0.5757575757575758,0,0,0.02912621359223301,0.4563758389261745,dolly
106,0.5377777777777778,0,0,0.07746478873239436,0.5746606334841629,dolly
107,0.6983606557377049,0.00327868852459016,0.08333333333333333,0.1893939393939394,0.5098684210526315,human
108,0.5945945945945946,0.01801801801801801,0.11475409836065574,0.01639344262295082,0.7175925925925926,bloomz
109,0.5900383141762452,0,0.0718954248366013,0.0784313725490196,0.5019305019305019,GPT
110,0.7325581395348837,0,0.09722222222222222,0.08333333333333333,0.6234567901234568,dolly
111,0.6350877192982456,0,0.10067114093959732,0.10738255033557048,0.5915492957746479,GPT
112,0.6880907372400756,0.00189035916824196,0.19387755102040816,0.10884353741496598,0.5205223880597015,davinci
113,0.26859504132231404,0,0.1206896551724138,0.05172413793103448,0.8943661971830986,bloomz
114,0.5921052631578947,0.00657894736842105,0.08045977011494253,0.04597701149425287,0.7284768211920529,bloomz
115,0.7939698492462312,0.00753768844221105,0.08292682926829269,0.08780487804878048,0.4671717171717172,davinci
116,0.7884615384615384,0.0032051282051282,0.1815068493150685,0.0684931506849315,0.4172077922077922,GPT
117,0.6412213740458015,0.00763358778625954,0.0916030534351145,0.00763358778625954,0.5598455598455598,cohere
118,1.0419847328244274,0,0.10176991150442478,0.14601769911504425,0.21755725190839695,dolly
119,0.5263157894736842,0.03289473684210526,0.05494505494505494,0.03296703296703297,0.6143790849673203,cohere
120,0.7036516853932584,0,0.20833333333333337,0.14393939393939395,0.4943502824858757,dolly
121,0.659217877094972,0.0223463687150838,0.06862745098039216,0.0588235294117647,0.6201117318435754,human
122,0.5345911949685535,0.01886792452830188,0.08,0.02857142857142857,0.7327044025157232,bloomz
123,0.559322033898305,0,0,0.01785714285714285,0.2581453634085213,cohere
124,0.7526132404181185,0,0.09090909090909093,0.16233766233766234,0.4722222222222222,cohere
125,0.5911330049261084,0,0.10714285714285714,0.03571428571428571,0.8241206030150754,bloomz
126,0.8498293515358362,0.00341296928327645,0.05673758865248227,0.14184397163120568,0.5491525423728814,davinci
127,0.7929292929292929,0.01515151515151515,0.08080808080808081,0.0505050505050505,0.5634517766497462,cohere
128,0.768361581920904,0,0.10493827160493828,0.12962962962962962,0.5621468926553672,davinci
129,0.7563218390804598,0,0.14845360824742268,0.08247422680412371,0.4517241379310345,GPT
130,0.7009735744089013,0.00278164116828929,0.08421052631578947,0.08157894736842106,0.4831460674157303,davinci
131,0.6326530612244898,0,0.12903225806451613,0.04032258064516129,0.5942622950819673,cohere
132,0.6125356125356125,0,0.10869565217391304,0.08695652173913043,0.5539358600583091,dolly
133,0.942528735632184,0,0.4166666666666667,0.02777777777777777,0.4431818181818182,cohere
134,0.5764705882352941,0,0.08695652173913043,0.04347826086956521,0.7738095238095238,davinci
135,0.631578947368421,0,0.13071895424836602,0.1503267973856209,0.46441947565543074,cohere
136,0.583969465648855,0,0.13131313131313133,0.15151515151515152,0.6475095785440613,dolly
137,0.5145631067961165,0.04368932038834951,0.04724409448818897,0.03149606299212598,0.6505376344086021,dolly
138,0.6290630975143403,0.01720841300191204,0.0625,0.08333333333333333,0.5816135084427767,human
139,0.898989898989899,0,0.2346938775510204,0.06122448979591836,0.5829145728643216,cohere
140,0.6655462184873949,0,0.09655172413793103,0.06551724137931035,0.4469178082191781,GPT
141,0.4282807731434384,0.00101729399796541,0.02385008517887564,0.04770017035775128,0.4680648236415634,human
142,0.588216957605985,0.00218204488778054,0.07042253521126761,0.09546165884194054,0.38471419396274886,human
143,0.8414376321353065,0,0.10483870967741936,0.06854838709677419,0.4556962025316456,davinci
144,0.6943359375,9.765625e-4,0.06614785992217899,0.11089494163424124,0.42759295499021527,davinci
145,0.8151549942594719,0.00344431687715269,0.08705357142857142,0.09151785714285714,0.4615384615384616,dolly
146,0.6588628762541806,0.00668896321070234,0.1111111111111111,0.07777777777777778,0.5369127516778524,GPT
147,0.8237082066869301,0.01519756838905775,0.06369426751592357,0.03821656050955414,0.48484848484848486,cohere
148,0.6918335901386748,0.00154083204930662,0.1787878787878788,0.09696969696969696,0.46367851622874806,GPT
149,0.6861702127659575,0.00531914893617021,0.11320754716981132,0.07547169811320754,0.6451612903225806,GPT
150,0.5838150289017341,0,0.22105263157894736,0.02105263157894736,0.8713450292397661,bloomz
151,0.740200546946217,0.00227894257064721,0.23875114784205692,0.04866850321395775,0.3217866909753874,human
152,0.8979057591623036,0.00523560209424083,0.4759036144578313,0.08433734939759036,0.5644329896907216,human
153,0.8379501385041551,0,0.18584070796460175,0.06194690265486725,0.37186629526462395,davinci
154,0.6984126984126984,0,0.14285714285714285,0.04761904761904761,0.8709677419354839,bloomz
155,0.7601713062098501,0.01498929336188436,0.08717948717948718,0.03589743589743589,0.4881720430107527,dolly
156,0.75,0,0.05555555555555555,0.0763888888888889,0.4942528735632184,dolly
157,0.6910569105691057,0,0.05128205128205128,0.07692307692307693,0.4136363636363637,human
158,0.9061032863849764,0,0.12962962962962962,0.01851851851851851,0.4672897196261682,cohere
159,0.6878980891719745,0,0.189873417721519,0.02531645569620253,0.9171974522292994,bloomz
160,0.7307001795332136,0,0.13261648745519714,0.04659498207885305,0.41397849462365593,davinci
161,0.6777777777777778,0,0.19444444444444445,0.1111111111111111,0.6483516483516484,cohere
162,0.9069111424541608,0,0.3159420289855073,0.11304347826086956,0.4633802816901408,davinci
163,0.6092575894198978,0,0.0746606334841629,0.06259426847662142,0.3850609756097561,human
164,0.7660098522167488,0,0.29931972789115646,0.08163265306122448,0.43658536585365854,cohere
165,0.6366782006920415,0,0.06422018348623854,0.10091743119266056,0.6035714285714285,davinci
166,0.7,0,0.5,0.16666666666666666,1,bloomz
167,0.7329545454545454,0,0.4047619047619048,0.07142857142857142,0.8114285714285714,bloomz
168,0.8544891640866873,0,0.11428571428571428,0.05714285714285714,0.47368421052631576,GPT
169,0.8819188191881919,0,0.19708029197080293,0.12408759124087591,0.5148148148148148,cohere
170,0.6428571428571429,0.00446428571428571,0.1349206349206349,0.10317460317460315,0.5357142857142857,GPT
171,0.5849056603773585,0,0.15789473684210523,0.05263157894736842,0.9078947368421052,bloomz
172,0.5568181818181818,0.01515151515151515,0.11666666666666668,0.05,0.6717557251908397,bloomz
173,0.603448275862069,0,0.40625,0.03125,0.7457627118644068,cohere
174,0.7028571428571428,0,0.1111111111111111,0.101010101010101,0.6228571428571429,dolly
175,0.5182481751824818,0,0.08571428571428572,0.05714285714285714,0.8582089552238806,bloomz
176,0.6254416961130742,0,0.17123287671232876,0.0136986301369863,0.36764705882352944,cohere
177,0.8016194331983806,0,0.1,0.18571428571428572,0.4122448979591837,dolly
178,0.6216216216216216,0,0.23809523809523808,0.10884353741496598,0.547112462006079,davinci
179,0.625974025974026,0,0.08139534883720931,0.09883720930232558,0.5718015665796344,davinci
180,0.5064935064935064,0.01298701298701298,0.15384615384615383,0.15384615384615383,0.6623376623376623,bloomz
181,0.71875,0,0.0625,0.08928571428571429,0.6143497757847534,GPT
182,0.764102564102564,0.01025641025641025,0.05,0.1,0.5743589743589743,human
183,0.3305084745762712,0,0.025,0.0125,0.8429752066115702,bloomz
184,0.6258741258741258,0.00349650349650349,0.13725490196078433,0.0261437908496732,0.8006993006993007,bloomz
185,0.6879432624113475,0,0.1780821917808219,0.0136986301369863,0.8129496402877698,bloomz
186,0.3559322033898305,0.00847457627118644,0.02469135802469135,0.02469135802469135,0.7327586206896551,davinci
187,0.8027777777777778,0.00277777777777777,0.1134020618556701,0.17010309278350516,0.5220994475138122,davinci
188,0.8267326732673267,0,0.3626373626373626,0.14285714285714285,0.5522388059701493,GPT
189,0.8050541516245487,0,0.05164319248826291,0.05164319248826291,0.2711267605633803,dolly
190,0.7933884297520661,0,0.12,0.16,0.6935483870967742,davinci
191,0.6513761467889908,0.07339449541284404,0.09917355371900828,0.09090909090909093,0.5603864734299517,GPT
192,0.7595419847328244,0.00381679389312977,0.14,0.06666666666666667,0.4770992366412214,GPT
193,0.7666666666666667,0.00416666666666666,0.18333333333333332,0.16666666666666666,0.5708333333333333,cohere
194,0.7329376854599406,0,0.09826589595375725,0.10982658959537572,0.5239520958083832,GPT
195,0.6447204968944099,0.00248447204968944,0.1305732484076433,0.0732484076433121,0.5692695214105793,human
196,0.8075117370892019,0,0.1308411214953271,0.102803738317757,0.3333333333333333,dolly
197,0.6403940886699507,0,0.37142857142857144,0.01904761904761905,0.9278350515463918,bloomz
198,0.5877862595419847,0,0.0144927536231884,0.07246376811594203,0.656,davinci
199,0.8780487804878049,0.00286944045911047,0.2236024844720497,0.13043478260869565,0.21060171919770773,cohere
200,0.6630434782608695,0,0,0.06363636363636363,0.5300546448087432,dolly
201,0.8045540796963947,0.01138519924098671,0.17132867132867133,0.08391608391608392,0.509469696969697,cohere
202,0.5517241379310345,0,0.06802721088435375,0.03401360544217687,0.610655737704918,dolly
203,0.5776699029126213,0,0.1206896551724138,0.05172413793103448,0.5490196078431373,GPT
204,0.7083333333333334,0,0.17164179104477612,0.11194029850746268,0.6062717770034843,GPT
205,0.6626016260162602,0.008130081300813,0.12121212121212122,0.08333333333333333,0.516260162601626,GPT
206,0.7935483870967742,0,0.07947019867549669,0.05298013245033112,0.5066666666666667,cohere
207,0.7790697674418605,0.02325581395348837,0.08888888888888889,0.04444444444444444,0.4244186046511628,cohere
208,0.5806451612903226,0.0032258064516129,0.16470588235294115,0.07647058823529412,0.5419354838709678,davinci
209,0.7603485838779956,0,0.2445414847161572,0.08733624454148471,0.5251641137855579,dolly
210,0.5980392156862745,0.0130718954248366,0.05405405405405406,0.02702702702702703,0.5986159169550173,human
211,0.5511363636363636,0.01136363636363636,0.08163265306122448,0.05102040816326531,0.5878787878787879,dolly
212,0.5764705882352941,0,0.10869565217391304,0.08695652173913043,0.5137254901960784,GPT
213,0.6144200626959248,0,0.14388489208633093,0.10071942446043164,0.569620253164557,davinci
214,0.6538461538461539,0,0.1153846153846154,0.05128205128205128,0.8896103896103896,bloomz
215,0.7857142857142857,0,0.046875,0.09375,0.6548672566371682,cohere
216,0.6342281879194631,0.00335570469798657,0.08552631578947369,0.07894736842105263,0.5408163265306123,human
217,0.4452296819787986,0,0.03448275862068965,0.04310344827586207,0.6113207547169811,dolly
218,0.5867768595041323,0.01239669421487603,0.1415929203539823,0.04424778761061947,0.5042735042735043,human
219,0.6157407407407407,0,0.27941176470588236,0.1176470588235294,0.33796296296296297,dolly
220,0.21243523316062177,0.00518134715025906,0.00641025641025641,0.01923076923076923,0.9293478260869564,bloomz
221,0.4625,0,0.05555555555555555,0.05555555555555555,0.6727272727272727,human
222,0.8251028806584362,0,0.1969111969111969,0.08108108108108109,0.4865979381443299,cohere
223,0.8660436137071651,0,0.1588235294117647,0.02352941176470588,0.3975155279503106,cohere
224,0.5307692307692308,0,0.0958904109589041,0.0273972602739726,0.8095238095238095,bloomz
225,0.711340206185567,0.00114547537227949,0.0735009671179884,0.10444874274661509,0.4293915040183697,davinci
226,0.7243852459016393,0.00204918032786885,0.17904761904761904,0.04952380952380952,0.4053497942386831,GPT
227,0.5958466453674122,0,0.09090909090909093,0.13286713286713286,0.536115569823435,davinci
228,0.6727272727272727,0,0.2127659574468085,0.05319148936170213,0.6707317073170732,human
229,0.7756410256410257,0,0.1908713692946058,0.08298755186721991,0.4753747323340471,davinci
230,0.6693227091633466,0,0.13131313131313133,0.15151515151515152,0.6055776892430279,GPT
231,0.8201550387596899,0,0.28996865203761757,0.0877742946708464,0.410373760488177,human
232,0.9669421487603306,0,0.2773109243697479,0.02521008403361344,0.5,davinci
233,0.631578947368421,0.00657894736842105,0.1459227467811159,0.09012875536480688,0.5692307692307692,davinci
234,0.4871794871794872,0,0.07389162561576355,0.07881773399014778,0.5811965811965812,davinci
235,0.5634328358208955,0.00373134328358208,0.09826589595375725,0.02312138728323699,0.8576779026217228,bloomz
236,0.63005780346820806,0,0.14563106796116504,0.03883495145631067,0.9058823529411764,bloomz
237,0.6722222222222223,0,0.02538071065989847,0.116751269035533,0.5589887640449438,davinci
238,0.5759493670886076,0,0.1388888888888889,0.1388888888888889,0.6352201257861635,human
239,0.6326530612244898,0.00340136054421768,0.04678362573099415,0.08771929824561403,0.583916083916084,GPT
240,0.7206896551724138,0,0.05454545454545454,0.15757575757575756,0.5640138408304498,GPT
241,0.7823529411764706,0,0.02040816326530612,0.08163265306122448,0.5595238095238095,human
242,0.5736434108527132,0.02325581395348837,0.05633802816901408,0.04225352112676056,0.8,bloomz
243,0.8597785977859779,0,0.21323529411764705,0.11029411764705882,0.5441176470588235,cohere
244,0.7908163265306123,0,0.25,0.01041666666666666,0.5051020408163265,cohere
245,0.4545454545454546,0,0.07575757575757576,0.04545454545454545,0.8412698412698413,bloomz
246,0.5522388059701493,0,0.02777777777777777,0.01388888888888888,0.7575757575757576,davinci
247,0.7920353982300885,0,0.23628691983122363,0.0759493670886076,0.5533769063180828,human
248,0.5684210526315789,0.00526315789473684,0.22857142857142856,0.05714285714285714,0.8359788359788359,bloomz
249,0.763986013986014,0,0.2147887323943662,0.05633802816901408,0.3975481611208406,davinci
250,0.5950413223140496,0.02066115702479339,0.03103448275862069,0.13448275862068965,0.34439834024896265,dolly
251,0.8351063829787234,0,0.05681818181818181,0.07954545454545454,0.4734042553191489,cohere
252,0.8149606299212598,0,0.02816901408450704,0.06338028169014084,0.44881889763779526,dolly
253,0.6752958579881657,7.396449704142012e-4,0.18058252427184465,0.11844660194174755,0.4548192771084338,human
254,0.4201680672268907,0,0.11940298507462686,0.07462686567164178,0.6848739495798319,human
255,0.736328125,0.001953125,0.09056603773584904,0.07924528301886792,0.5313725490196078,dolly
256,0.7574497574497574,0.00138600138600138,0.2441860465116279,0.07475083056478406,0.3326558265582656,human
257,0.4765625,0,0,0.08163265306122448,0.6178861788617886,cohere
258,0.6318493150684932,0.00171232876712328,0.1504424778761062,0.0920353982300885,0.5150732127476314,human
259,0.7760814249363868,0,0.0797872340425532,0.10106382978723404,0.5157068062827225,davinci
260,0.6069364161849711,0,0.1523809523809524,0.00952380952380952,0.8947368421052632,bloomz
261,0.5869565217391305,0,0.16165413533834586,0.08270676691729323,0.45819397993311034,davinci
262,0.7266666666666667,0.00666666666666666,0.04938271604938271,0.03703703703703703,0.5866666666666667,dolly
263,0.9397590361445785,0,0.04819277108433735,0.10843373493975904,0.5568862275449101,cohere
264,0.7262569832402235,0,0.0625,0.04166666666666666,0.5238095238095238,cohere
265,0.9255189255189256,0.01831501831501831,0.08755760368663594,0.08294930875576037,0.3789731051344743,dolly
266,0.5183673469387755,0.00408163265306122,0.09090909090909093,0.04545454545454545,0.6842105263157895,dolly
267,0.27607361963190186,0,0.28125,0.0625,0.9192546583850932,bloomz
268,0.7115384615384616,0,0.20408163265306123,0.08163265306122448,0.4724770642201835,GPT
269,0.7516629711751663,0,0.11428571428571428,0.07346938775510205,0.47912087912087914,GPT
270,0.6085714285714285,0,0.14634146341463414,0.02439024390243902,0.7147058823529412,bloomz
271,0.6306620209059234,5.807200929152149e-4,0.17986798679867988,0.05445544554455445,0.4038231780167264,human
272,0.7041420118343196,0,0.22171945701357465,0.01809954751131222,0.42011834319526625,dolly
273,0.738562091503268,0,0.13380281690140844,0.06338028169014084,0.4820846905537459,cohere
274,0.581081081081081,0,0.01149425287356321,0.05747126436781609,0.6551724137931034,davinci
275,0.52,0,0.08653846153846154,0.00961538461538461,0.6590909090909091,human
276,0.5694444444444444,0,0.09734513274336284,0.03539823008849557,0.6824644549763034,human
277,0.7060518731988472,0,0.13924050632911392,0.12658227848101267,0.569364161849711,davinci
278,0.5518394648829431,0,0.11711711711711711,0.13513513513513514,0.6047297297297297,GPT
279,0.5608108108108109,0.01351351351351351,0.04395604395604396,0.0989010989010989,0.7482993197278912,davinci
280,0.8656126482213439,0,0.09174311926605504,0.09174311926605504,0.4743083003952569,cohere
281,0.7678571428571429,0,0.2,0.07368421052631578,0.4252577319587629,dolly
282,0.8613569321533924,0,0.05202312138728324,0.04624277456647398,0.5132743362831859,dolly
283,0.6127167630057804,0.00578034682080924,0.36585365853658536,0.02439024390243902,0.7764705882352941,bloomz
284,0.5798816568047337,0.01183431952662721,0.05813953488372093,0.06976744186046512,0.7151898734177216,human
285,0.7302325581395349,0.02790697674418604,0.17346938775510204,0.08163265306122448,0.5868544600938967,cohere
286,0.4615384615384616,0,0.13953488372093023,0.08139534883720931,0.6277777777777778,dolly
287,0.4782608695652174,0.00483091787439613,0.15454545454545454,0.02727272727272727,0.9174757281553398,bloomz
288,0.6063829787234043,0.00132978723404255,0.13043478260869565,0.06956521739130435,0.5572005383580081,human
289,0.7782608695652173,0,0.1522633744855967,0.06995884773662552,0.4891304347826087,GPT
290,0.5310734463276836,0.01129943502824858,0.0101010101010101,0.04040404040404041,0.625,dolly
291,0.8044077134986226,0,0.2228571428571429,0.09142857142857144,0.48626373626373626,cohere
292,0.5555555555555556,0.00952380952380952,0.09844559585492228,0.04145077720207254,0.8794788273615635,bloomz
293,0.555045871559633,0,0.12403100775193798,0.10852713178294572,0.6325581395348837,GPT
294,0.7700534759358288,0.00267379679144385,0.13125,0.075,0.5240641711229946,davinci
295,0.7587548638132295,0,0.11194029850746268,0.07462686567164178,0.5247148288973384,dolly
296,0.6909547738693468,0.00753768844221105,0.23696682464454977,0.04265402843601896,0.5843828715365239,human
297,0.6369922212618842,0.00432152117545376,0.10895522388059702,0.1,0.49379432624113473,GPT
298,0.5853658536585366,0,0.06140350877192982,0.17543859649122806,0.5759717314487632,cohere
299,0.6542586750788644,0.00252365930599369,0.133086876155268,0.08687615526802218,0.449968132568515,human
300,0.7168458781362007,0,0.06153846153846154,0.16923076923076924,0.4620938628158845,cohere
301,0.6553398058252428,0,0.07894736842105263,0.06140350877192982,0.7038834951456311,bloomz
302,0.6438356164383562,0.0136986301369863,0.03883495145631067,0.0970873786407767,0.6095238095238096,human
303,0.6894409937888198,0,0.05555555555555555,0.07777777777777778,0.58125,cohere
304,0.5109489051094891,0.0145985401459854,0.10294117647058824,0.02941176470588235,0.8515625,bloomz
305,0.7543859649122807,0,0.2348484848484849,0.09090909090909093,0.5105042016806722,davinci
306,0.6790540540540541,0.00337837837837837,0.15267175572519084,0.12213740458015268,0.5694915254237288,GPT
307,0.7371601208459214,0,0.07100591715976332,0.08875739644970414,0.44108761329305135,GPT
308,0.75,0.01388888888888888,0.08163265306122448,0.06802721088435375,0.27472527472527475,dolly
